generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
1740000,Rana_shuchinae,Rana_sylvatica,0,0.157341,-0.020994,0.0114039,0
1750000,Rana_shuchinae,Rana_sylvatica,0,0.224604,-0.043503,0.00281205,0
1760000,Rana_shuchinae,Rana_sylvatica,0,0.27323,-0.0439803,0.0102048,0
1770000,Rana_shuchinae,Rana_sylvatica,0,0.272432,-0.0480947,0.00781376,0
1780000,Rana_shuchinae,Rana_sylvatica,0,0.274173,-0.0395866,0.029517,0
1790000,Rana_shuchinae,Rana_sylvatica,0,0.366208,-0.054129,0.0206409,0
1800000,Rana_shuchinae,Rana_sylvatica,0,0.174525,-0.0330732,0.0191772,0
1810000,Rana_shuchinae,Rana_sylvatica,0,0.433987,-0.0512344,0.0470456,0
1810000,Rana_sylvatica,NA,16.6956,0.10378,0.0057105,0.185101,0
1820000,Rana_shuchinae,Rana_sylvatica,0,0.316829,-0.0496875,0.00608911,0
1830000,Rana_shuchinae,Rana_sylvatica,0,0.173223,-0.0309129,0.0139245,0
1830000,Rana_montezumae,NA,42.4575,0.223362,-0.019741,0.431837,0
1840000,Rana_shuchinae,Rana_sylvatica,0,0.147955,-0.030234,0.00503902,0
1850000,Rana_shuchinae,Rana_sylvatica,0,0.285592,-0.0442283,0.0154449,0
1860000,Rana_shuchinae,Rana_sylvatica,0,0.115096,-0.0213307,9.99123e-005,0
1870000,Rana_shuchinae,Rana_sylvatica,0,0.246024,-0.0471919,0.0167816,0
1880000,Rana_shuchinae,Rana_sylvatica,0,0.106665,-0.0196288,0.0122573,0
1890000,Rana_shuchinae,Rana_sylvatica,0,0.167966,-0.0278623,0.0215522,0
1900000,Rana_shuchinae,Rana_sylvatica,0,0.212907,-0.0396067,0.00632807,0
1910000,Rana_shuchinae,Rana_sylvatica,0,0.209145,-0.0409339,0.00683631,0
1920000,Rana_shuchinae,Rana_sylvatica,0,0.383308,-0.0534653,0.0372655,0
1930000,Rana_shuchinae,Rana_sylvatica,0,0.223648,-0.0523742,0.00814171,0
1940000,Rana_shuchinae,Rana_sylvatica,0,0.294352,-0.0445617,0.0058253,0
1950000,Rana_shuchinae,Rana_sylvatica,0,0.219618,-0.0329353,0.0121043,0
1960000,Rana_shuchinae,Rana_sylvatica,0,0.190161,-0.0419986,0.0294151,0
1970000,Rana_shuchinae,Rana_sylvatica,0,0.183285,-0.0270428,0.0352099,0
1980000,Rana_shuchinae,Rana_sylvatica,0,0.142456,-0.0246972,0.00294467,0
1990000,Rana_shuchinae,Rana_sylvatica,0,0.313442,-0.045536,0.0236752,0
